Dấu thời gian,Giới tính,Năm học hiện tại,Kinh nghiệm sử dụng công cụ số trong học tập ,Trường của bạn nằm ở vùng nào,Tôi hiểu rõ khái niệm và tầm quan trọng của chuyển đổi số trong học tập ngành ngôn ngữ.,Tôi nhận thấy chuyển đổi số mang lại nhiều lợi ích cho người học.,Tôi thấy rất dễ dàng để thực hiện chuyển đổi số trong học tập chuyên ngành của mình.,Nhà trường có chính sách rõ ràng để khuyến khích và thúc đẩy sinh viên thực hiện chuyển đổi số trong học tập,Nhà trường cung cấp đầy đủ tài liệu và chương trình đào tạo liên quan đến chuyển đổi số.,"Tôi có cơ hội tham gia các khóa học, các hội thảo về thực hiện chuyển đổi số trong học tập do trường tổ chức.",Giảng viên của tôi khi lên lớp có lồng ghép kiến thức về chuyển đổi số vào bài giảng.,"Giảng viên, bạn bè khuyến khích tôi ứng dụng công nghệ vào các hoạt động học tập.","Tôi có đủ thiết bị (máy tính, Internet…) và công cụ để ứng dụng công nghệ số trong học tập và công việc","Tôi được tiếp cận nền tảng, công cụ học trực tuyến (LMS, MOOCs, v.v.)",Tôi có thể sử dụng thành thạo các công cụ số  để ứng dụng trong học tập chuyên ngành của mình.,Tôi dễ dàng tiếp cận các công cụ số hỗ trợ cho công việc học tập.,Tôi sẵn sàng sử dụng công nghệ một cách thường xuyên trong học tập để thích ứng với chuyển đổi số.,Tôi thường xuyên cập nhật thông tin về xu hướng chuyển đổi số trong chuyên ngành của mình.,Tôi sẵn sàng học thêm kỹ năng số để nâng cao chất lượng học tập.,Tôi ủng hộ việc thực hiện chuyển đổi số trong dạy và học chuyên ngành ngôn ngữ.,Tôi sẵn sàng giới thiệu các công cụ số ứng dụng trong học tập cho các bạn học khác.,Tôi sẵn sàng chia sẻ kỹ năng số của mình cho các bạn học.
4/9/2025 7:20:32,Nam,Năm thứ tư,Trên 3 năm,"Miền Bắc, Miền Trung",4,4,3,4,5,5,5,3,3,4,3,4,5,3,3,3,5,3
4/9/2025 7:20:50,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 7:21:09,Nam,Năm thứ ba,Dưới 1 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:21:47,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,4,4,2,3,3,5,4,3,5,4,4,4,5,5,5,5
4/9/2025 7:21:57,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,5,4,3,4,4,3,3,4,3,4,5,4,3,4
4/9/2025 7:22:47,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,3,4,4,3,4,3,3,5,5,4,5,5,5,4,5,5,5,4
4/9/2025 7:23:48,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,4,3,4,4,4,3,4,4,4,4,5,4,4,5,4
4/9/2025 7:23:54,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:25:40,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,4,4,3,3,3,4,3,4,5,4,3,4,4,4,4,4,4,4
4/9/2025 7:27:27,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:29:05,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 7:30:58,Nữ,Năm thứ tư,1 - 3 năm,Miền Bắc,5,4,4,3,3,4,4,5,5,4,4,4,5,4,5,5,5,5
4/9/2025 7:34:30,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,1,1,1,1,5,1,5,5,5,5
4/9/2025 7:34:52,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,3,4,3,4,4,4,4,4,4,3,4,3,3,3,2,4,4,3
4/9/2025 7:38:42,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,5,4,3,3,3,3,4,5,5,4,4,5,5,5,5,5,5
4/9/2025 7:44:01,Nữ,Khác,1 - 3 năm,Miền Nam,3,3,2,3,3,3,2,2,4,2,3,3,3,3,3,3,3,3
4/9/2025 8:02:04,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,4,4,5,4,4,5,5,4,5,4,5,4,4,5,5,4
4/9/2025 8:05:06,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,2,4,3,3,3,4,4,3,4,4,3,3,4,3,4,4,3,3
4/9/2025 8:05:44,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,3,5,3,3,4,4,4,5,5,5,4,4,4,4,5,5,5,5
4/9/2025 8:14:05,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/9/2025 8:16:04,Nữ,Năm thứ tư,Dưới 1 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5
4/9/2025 8:19:35,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,4,2,2,2,2,2,4,2,2,2,4,2,5,5,5,5
4/9/2025 8:23:14,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,5,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:02:22,Nữ,Năm thứ ba,Dưới 1 năm,Miền Bắc,3,3,3,4,2,2,3,3,5,2,3,3,5,5,4,4,4,4
4/9/2025 9:04:27,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,5
4/9/2025 9:04:39,Nữ,Khác,Dưới 1 năm,Miền Trung,5,5,4,5,3,4,5,5,5,2,4,5,4,3,3,5,5,5
4/9/2025 9:04:41,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,3,3,3,3,5,5,3,3,3,3,5,4,5,5,5
4/9/2025 9:05:36,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,3,5,5
4/9/2025 9:05:40,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,4,3,3,4,5,5,5,5,5,5,5,5,5,4,5
4/9/2025 9:06:41,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,5,5,4,4,5,4,4,4,4,4,3,5,4,4,3,4,4
4/9/2025 9:06:43,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,3,3,3,4,3,3,4,3,3,3,4,3,4,4,4,3
4/9/2025 9:07:03,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,3,3,3,3,3,3,4,4,3,3,4,4,3,4,3,4
4/9/2025 9:07:29,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,3,3,3,3,3,3,4,4,3,4,4,3,3,4,4,4
4/9/2025 9:07:38,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,3,5,3,3,3,3,4,4,5,4,3,3,3,3,4,3,4,3
4/9/2025 9:07:40,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
4/9/2025 9:07:53,Nữ,Năm thứ hai,Trên 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:07:53,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,4,4,3,4,3,3,4,2,2,3,5,4,4,5,5,5
4/9/2025 9:08:07,Nam,Năm thứ ba,Trên 3 năm,Miền Trung,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5
4/9/2025 9:08:08,Nữ,Năm thứ tư,Dưới 1 năm,Miền Nam,5,5,3,2,2,2,4,4,5,3,2,2,5,5,5,5,5,5
4/9/2025 9:08:19,Nam,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Nam,5,5,3,5,5,3,4,5,5,5,3,3,5,2,5,5,5,5
4/9/2025 9:08:33,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,4,3,3,4,3,4,4,2,3,4,4,5,5,4,5,5
4/9/2025 9:09:04,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:09:35,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,5,5,3,4,4,5,5,3,4,4,4,4,5,4,4
4/9/2025 9:09:36,Nữ,Khác,1 - 3 năm,Miền Trung,4,5,5,5,4,3,5,5,5,4,4,5,5,4,5,5,5,5
4/9/2025 9:10:20,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
4/9/2025 9:12:41,Nữ,Năm thứ hai,Dưới 1 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:12:58,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:14:15,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,5,3,5,5,5,5,5,5,5,4,4,5,5,5
4/9/2025 9:15:01,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,5,3,4,5,4,5,5,4,4,3,3,4,3,4,4,4,4
4/9/2025 9:15:29,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
4/9/2025 9:15:31,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,4,4,4
4/9/2025 9:16:50,Nữ,Năm thứ hai,Dưới 1 năm,Miền Trung,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 9:17:17,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,5,5
4/9/2025 9:17:55,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4
4/9/2025 9:18:28,Nam,"Năm thứ hai, Năm thứ ba",Trên 3 năm,Miền Nam,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,4,5
4/9/2025 9:18:40,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,3,3,5,5,5,5,3,3,4,5,4,5,5,5,5
4/9/2025 9:18:48,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,3,4,3,3,3,3,4,4,5,2,3,3,4,3,5,4,4,4
4/9/2025 9:19:02,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,4,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3
4/9/2025 9:20:26,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,5,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4
4/9/2025 9:20:33,Nữ,Năm thứ ba,1 - 3 năm,Miền Bắc,5,5,4,3,4,4,5,5,5,4,4,5,4,4,5,5,4,5
4/9/2025 9:20:58,Nữ,Khác,"1 - 3 năm, Trên 3 năm",Miền Nam,5,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4,5,5
4/9/2025 9:21:18,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,3,5,5,5,3,4,4,5,5,5,5,5,5
4/9/2025 9:23:02,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:24:48,Nam,Khác,1 - 3 năm,Miền Nam,5,5,3,4,3,3,4,4,5,3,4,5,5,4,5,5,5,5
4/9/2025 9:24:49,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:25:17,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,5,5,3,3,4,5,4,5,5,5,5,5,5,5,5
4/9/2025 9:26:44,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,3,3,2,4,4,3,3,3,4,3,3,4,3,4,3
4/9/2025 9:27:24,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,4,4,3,3,3,4,4,4,4,4,4,4,3,3,4,5,5,5
4/9/2025 9:27:27,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5
4/9/2025 9:27:32,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,5,4,4,3,2,4,5,5,5,3,4,5,3,5,5,5,5
4/9/2025 9:30:22,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5
4/9/2025 9:31:00,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,4,3,3,3,4,4,4,2,2,3,3,3,3,4,4,4
4/9/2025 9:31:04,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
4/9/2025 9:31:51,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5
4/9/2025 9:35:23,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,4,5,3,5,4,4,5,5,5,4,4,4,5,4,5,5,5,5
4/9/2025 9:35:41,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:38:20,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,4,4,4,4,4,5,5,5,3,4,4,5,4,4,5,5,4
4/9/2025 9:40:18,Nam,Khác,Trên 3 năm,Miền Nam,5,5,5,3,3,1,2,5,5,3,3,5,5,5,5,5,5,5
4/9/2025 9:40:31,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,3,3,1,3,5,5,3,3,4,5,5,5,5,5,5
4/9/2025 9:41:03,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,3,3,3,2,2,3,4,2,2,3,5,5,5,5,5,5
4/9/2025 9:41:31,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:43:33,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5
4/9/2025 9:43:58,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,4,3,3,5,5,5,3,2,3,4,3,5,5,5,5
4/9/2025 9:50:28,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,3,5,3,1,4,4,4,1,3,4,4,2,4,4,5,5
4/9/2025 9:52:51,Nam,Khác,Trên 3 năm,Miền Nam,4,5,5,5,5,3,4,5,5,3,3,3,4,4,4,5,5,5
4/9/2025 9:53:43,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:54:58,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,3,4,2,3,3,3,4,4,4,3,2,3,4,3,4,4,4,3
4/9/2025 9:56:29,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 9:57:53,Nữ,Năm thứ hai,Dưới 1 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
4/9/2025 9:59:51,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,5,5,4,4,3,4,4,4,3,4,5,5,4,5,5,5,5
4/9/2025 10:00:20,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 10:01:43,Nam,Năm thứ hai,Dưới 1 năm,Miền Nam,5,5,4,4,4,3,5,4,3,3,4,4,3,3,5,5,5,5
4/9/2025 10:02:48,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 10:04:22,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 10:06:26,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,3,4,4,3,3,2,3,3,4,4,4,4,4,3,4,5,5,4
4/9/2025 10:11:50,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,4,3,3,3,4,4,4,4,3,4,5,4,5,5,5,5
4/9/2025 10:14:52,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 10:15:34,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,4,2,2,1,4,4,5,3,5,4,5,5,5,5,5,5
4/9/2025 10:17:40,Nữ,Khác,Dưới 1 năm,Miền Nam,5,5,4,4,5,5,5,5,5,4,4,4,5,4,4,4,5,5
4/9/2025 10:17:55,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,5,3,4,3,4,4,5,3,4,5,5,5,5,5,4,4
4/9/2025 10:18:06,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,5,5,4,4,4,4,4,4,5,4,3,3,4,5,5,5,5,5
4/9/2025 10:22:31,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5
4/9/2025 10:23:16,Nữ,Năm thứ ba,"1 - 3 năm, Trên 3 năm",Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 10:30:37,Nữ,Khác,Trên 3 năm,Miền Nam,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4
4/9/2025 10:31:32,Nam,Năm thứ ba,Trên 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
4/9/2025 10:34:35,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,5,5,5
4/9/2025 10:48:42,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,4,4,4,3,5,5,5,4,4,5,5,5,5,5,5,5
4/9/2025 10:50:33,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,4,4,2,5,5,3,5,5,4,2,2,3,2,3,3,4,3,5
4/9/2025 10:52:08,Nữ,Năm thứ hai,Dưới 1 năm,Miền Nam,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4
4/9/2025 10:53:18,Nữ,Năm thứ tư,Dưới 1 năm,Miền Nam,5,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5
4/9/2025 10:54:36,Nam,Năm thứ ba,1 - 3 năm,Miền Nam,4,4,4,3,3,3,4,4,4,3,2,3,3,3,3,3,3,3
4/9/2025 10:57:26,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,3,4,1,1,4,4,3,1,3,3,4,4,5,5,5,5
4/9/2025 11:01:14,Nam,Khác,Trên 3 năm,Miền Nam,5,5,5,4,1,1,1,1,5,3,5,5,5,5,5,5,5,5
4/9/2025 11:04:16,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,4,3,4,3,4,4,5,3,3,4,4,4,4,4,4,4
4/9/2025 11:05:48,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,3,5,3,1,4,4,4,1,3,3,5,4,5,5,5,5
4/9/2025 11:14:48,Nữ,Năm thứ ba,1 - 3 năm,Miền Trung,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 11:15:06,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 11:25:35,Nam,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 11:51:56,Nam,Khác,1 - 3 năm,Miền Nam,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 12:01:15,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,4,5,4,5,5,5,5,5,5,3,3,4,5,4,5,5,5,5
4/9/2025 12:05:00,Nam,Khác,1 - 3 năm,Miền Nam,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4
4/9/2025 12:12:45,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,5,5,5
4/9/2025 12:14:09,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,3,4,4,3,4,4,4,4,5,3,3,3,4,3,4,4,4,4
4/9/2025 12:19:49,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,3,4,2,5,4,4,5,5,5,4,4,4,4,4,5,4,4,5
4/9/2025 12:20:35,Nữ,Khác,1 - 3 năm,Miền Nam,5,4,3,3,3,2,4,4,4,4,3,3,4,3,4,4,5,5
4/9/2025 12:54:20,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 13:01:21,Nữ,Năm thứ ba,Trên 3 năm,Miền Trung,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5
4/9/2025 13:04:54,Nữ,Khác,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 13:05:59,Nữ,Khác,Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 13:10:06,Nam,Năm thứ ba,1 - 3 năm,Miền Bắc,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 13:11:10,Nữ,Năm thứ ba,Dưới 1 năm,Miền Nam,5,5,3,3,1,1,3,3,5,1,2,4,4,1,5,4,5,5
4/9/2025 13:11:54,Nam,Năm thứ ba,Dưới 1 năm,Miền Nam,2,3,1,3,4,5,3,4,3,4,3,3,1,3,4,4,5,3
4/9/2025 13:14:15,Nữ,Năm thứ tư,Dưới 1 năm,Miền Nam,3,4,3,4,4,2,3,4,5,3,3,4,3,3,4,4,4,4
4/9/2025 13:42:36,Nữ,Khác,1 - 3 năm,Miền Nam,3,5,5,4,3,3,4,5,4,4,4,4,5,5,5,5,5,5
4/9/2025 13:42:59,Nam,Năm thứ ba,Trên 3 năm,Miền Bắc,5,5,5,5,3,4,4,5,5,4,3,4,4,4,5,5,5,5
4/9/2025 15:16:49,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,5,5,4,5,4,3,4,3,3,2,3,4,5,5,5,5,5,5
4/9/2025 15:20:48,Nam,Năm thứ hai,Dưới 1 năm,Miền Nam,3,4,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5
4/9/2025 15:26:27,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,5,5,5
4/9/2025 15:27:49,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,4,5,5,5,2,3,5,1,3,3,5,4,4,5,5,5
4/9/2025 15:28:40,Nam,Năm thứ tư,1 - 3 năm,Miền Nam,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/9/2025 15:33:43,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4
4/9/2025 16:41:40,Nam,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,3,5,4,4,5,5,5,4,4,4,5,3,4,5,5,5
4/9/2025 17:06:04,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 17:22:53,Nữ,Năm thứ tư,Trên 3 năm,Miền Trung,4,5,5,4,5,4,4,5,5,5,5,5,4,4,4,5,4,4
4/9/2025 18:07:57,Nữ,Năm thứ ba,"Dưới 1 năm, Trên 3 năm",Miền Trung,5,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 18:11:08,Nữ,Năm thứ ba,Trên 3 năm,Miền Nam,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,4,5,4
4/9/2025 18:13:51,Nữ,Năm thứ ba,1 - 3 năm,Miền Nam,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2
4/9/2025 19:10:20,Nữ,Năm thứ tư,Trên 3 năm,Miền Nam,4,5,4,3,4,2,4,4,5,4,5,5,5,5,5,4,5,5
4/9/2025 19:32:18,Nữ,Năm thứ tư,Trên 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 19:45:11,Nữ,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,4,3,3,4,2,5,5,4,4,4,5,3,5,4,4,4
4/9/2025 21:16:12,Nữ,Khác,Dưới 1 năm,Miền Trung,3,4,4,3,4,5,3,4,5,2,2,4,5,2,5,5,5,5
4/9/2025 21:20:48,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5
4/9/2025 21:20:53,Nam,Năm thứ ba,Trên 3 năm,Miền Nam,4,4,3,4,4,4,4,5,5,2,2,3,4,4,4,4,4,4
4/9/2025 21:21:37,Nữ,"Năm thứ hai, Năm thứ tư",Trên 3 năm,Miền Nam,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4/9/2025 21:30:43,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5
4/9/2025 21:36:21,Nữ,Khác,Trên 3 năm,Miền Nam,5,5,5,4,4,3,4,4,5,5,5,5,5,4,4,4,4,4
4/9/2025 21:38:09,Nữ,Năm thứ hai,Trên 3 năm,Miền Trung,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4/9/2025 21:39:43,Nữ,Năm thứ hai,1 - 3 năm,Miền Nam,5,5,5,4,4,3,4,4,5,3,4,4,5,4,5,5,4,5
4/9/2025 23:06:23,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,4,5,4,5,5,4,4,4,4,4,5,4,5,4,4,5,4
4/10/2025 5:58:02,Nữ,Năm thứ tư,1 - 3 năm,Miền Trung,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4/10/2025 8:03:33,Nữ,Năm thứ tư,1 - 3 năm,Miền Nam,4,5,5,4,4,4,5,5,3,4,3,3,5,4,5,5,5,5
4/10/2025 8:17:26,Nam,Năm thứ hai,Trên 3 năm,Miền Nam,5,5,3,4,5,5,5,5,5,3,3,3,4,3,3,4,4,5
4/10/2025 8:27:32,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,3,3,4,4,5,5,4,3,5,5,5,4,3,3
4/10/2025 8:28:07,Nữ,Khác,Trên 3 năm,Miền Bắc,5,5,5,3,3,3,4,4,5,3,5,5,5,5,4,5,5,5
4/10/2025 8:28:58,Nam,Năm thứ tư,1 - 3 năm,Miền Bắc,4,5,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5
4/10/2025 8:29:49,Nữ,Năm thứ tư,Trên 3 năm,Miền Bắc,5,5,5,4,4,5,5,5,5,5,4,5,5,4,5,5,5,5
